case_id,expected_rule_id,expected_proof_state,expected_corrective_action,expected_human_review_flag,predicted_rule_id,predicted_proof_state,validated_proof_state,proof_state_confidence,supporting_evidence,missing_evidence,evidence_matrix_json,framework_corrective_action,framework_case_file_summary,human_review_flag,unsupported_claim_flag,legal_validation_passed,evidence_completeness_score,rule_match_flag,model_variant,output_version
CASE_2813,BAS_R03,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,BAS_R03,human_review_required,human_review_required,0.699,regulated item and controlled action; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_2813: Basel-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance, valid evidence quality.",yes,no,yes,0.708,yes,EnvLex-Lite,v1.0
CASE_2814,MIN_R02,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MIN_R02,human_review_required,human_review_required,0.836,regulated item and controlled action; valid evidence quality,complete required document; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""valid"",""domestic_mapping"":""unclear"",""missing_critical_field"":""no"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_2814: Minamata-inspired case assessed as human review required based on regulated item and controlled action, valid evidence quality.",yes,no,yes,0.704,yes,EnvLex-Lite,v1.0
CASE_2815,STO_R04,confirmed_violation,Verify exemption status; submit complete disposal/storage documentation,no,STO_R04,confirmed_violation,confirmed_violation,0.953,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Verify exemption status; submit complete disposal/storage documentation,"CASE_2815: Stockholm-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.902,yes,EnvLex-Lite,v1.0
CASE_2816,STO_R05,confirmed_violation,Verify exemption status; submit complete disposal/storage documentation,no,STO_R05,confirmed_violation,confirmed_violation,0.845,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Verify exemption status; submit complete disposal/storage documentation,"CASE_2816: Stockholm-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.897,yes,EnvLex-Lite,v1.0
CASE_2817,STO_R04,insufficient_evidence,Request additional evidence before enforcement classification,no,STO_R04,insufficient_evidence,insufficient_evidence,0.565,regulated item and controlled action; document gap; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""invalid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2817: Stockholm-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap, domestic/permit mapping available.",no,no,yes,0.89,yes,EnvLex-Lite,v1.0
CASE_2818,STO_R02,no_violation,Close preliminary review; retain compliance record,no,STO_R02,no_violation,no_violation,0.84,threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2818: Stockholm-inspired case assessed as no violation based on threshold exceedance, valid evidence quality, domestic/permit mapping available.",no,no,yes,0.916,yes,EnvLex-Lite,v1.0
CASE_2819,MON_R03,probable_violation,Request missing support; issue provisional review notice; verify documents,no,MON_R03,probable_violation,probable_violation,0.578,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_2819: Montreal-inspired case assessed as probable violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.943,yes,EnvLex-Lite,v1.0
CASE_2820,BAS_R04,no_violation,Close preliminary review; retain compliance record,no,BAS_R04,no_violation,no_violation,0.928,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,CASE_2820: Basel-inspired case assessed as no violation based on valid evidence quality.,no,no,yes,0.879,yes,EnvLex-Lite,v1.0
CASE_2821,BAS_R03,no_violation,Close preliminary review; retain compliance record,no,BAS_R03,no_violation,no_violation,0.965,valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2821: Basel-inspired case assessed as no violation based on valid evidence quality, domestic/permit mapping available.",no,no,yes,0.97,yes,EnvLex-Lite,v1.0
CASE_2822,ROT_R01,insufficient_evidence,Request additional evidence before enforcement classification,no,ROT_R01,insufficient_evidence,insufficient_evidence,0.843,regulated item and controlled action; threshold exceedance,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""invalid"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2822: Rotterdam-inspired case assessed as insufficient evidence based on regulated item and controlled action, threshold exceedance.",no,no,yes,0.751,yes,EnvLex-Lite,v1.0
CASE_2823,STO_R02,probable_violation,Request missing support; issue provisional review notice; verify documents,no,STO_R02,probable_violation,probable_violation,0.783,regulated item and controlled action; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""partial"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_2823: Stockholm-inspired case assessed as probable violation based on regulated item and controlled action, domestic/permit mapping available.",no,no,yes,0.912,yes,EnvLex-Lite,v1.0
CASE_2824,MIN_R03,confirmed_violation,Stop release; submit verified lab report; provide mercury-waste record,no,MIN_R03,confirmed_violation,confirmed_violation,0.868,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_2824: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.924,yes,EnvLex-Lite,v1.0
CASE_2825,ROT_R05,insufficient_evidence,Request additional evidence before enforcement classification,no,ROT_R05,insufficient_evidence,insufficient_evidence,0.679,regulated item and controlled action; document gap; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2825: Rotterdam-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.832,yes,EnvLex-Lite,v1.0
CASE_2826,MIN_R01,confirmed_violation,Stop release; submit verified lab report; provide mercury-waste record,no,MIN_R01,confirmed_violation,confirmed_violation,0.934,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_2826: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.909,yes,EnvLex-Lite,v1.0
CASE_2827,MIN_R05,insufficient_evidence,Request additional evidence before enforcement classification,no,MIN_R05,insufficient_evidence,insufficient_evidence,0.596,regulated item and controlled action; document gap; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""missing"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2827: Minamata-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.801,yes,EnvLex-Lite,v1.0
