case_id,rule_family,candidate_rule_id,entity_type,material_type,action_type,is_regulated_item,is_controlled_action,required_document_status,exemption_status,observed_value,legal_limit,unit,exceedance_ratio,evidence_quality,domestic_mapping_available,prior_warning,repeat_event,inspection_text,normalized_text_length_words,missing_critical_field,structured_text_conflict,rule_applicability,obligation_exists,factual_breach_indicator,evidence_complete,case_complexity_score,rule_logic_type,public_record_flag,deidentified
CASE_2672,Montreal-inspired,MON_R03,industrial_facility,HCFC_batch,use,no,no,available,not_applicable,82.1,125.8,kg,0.653,valid,not_required,yes,no,Officer remark reports valid documentation and no threshold exceedance. ODS license and quota evidence were examined.,16,no,no,no,no,no,yes,0.72,quota-based,deidentified_rule_mapped,yes
CASE_2673,Minamata-inspired,MIN_R01,storage_operator,mercury_release,release,yes,yes,unavailable,not_recorded,0.0487,0.0413,mg/L,1.179,missing,unclear,no,no,Audit observation lacks enough support for a confirmed legal conclusion. Mercury value and laboratory evidence were examined.,17,yes,no,yes,yes,unknown,no,0.64,threshold-based,deidentified_rule_mapped,yes
CASE_2674,Rotterdam-inspired,ROT_R03,waste_handler,industrial_precursor,shipment,yes,yes,unavailable,not_recorded,1048.5,1834.8,kg,0.571,invalid,yes,yes,no,Audit observation lacks enough support for a confirmed legal conclusion. Export consent record was reviewed.,15,yes,no,yes,unclear,unknown,no,0.66,consent-based,deidentified_rule_mapped,yes
CASE_2675,Montreal-inspired,MON_R04,storage_operator,ODS_blend,sale,no,yes,not_required,valid,118.9,146,kg,0.814,valid,not_required,yes,yes,Officer remark reports valid documentation and no threshold exceedance. ODS license and quota evidence were examined.,16,no,no,no,no,no,yes,0.84,quota-based,deidentified_rule_mapped,yes
CASE_2676,Rotterdam-inspired,ROT_R01,industrial_facility,listed_pesticide,export,yes,yes,partial,not_recorded,473.1,1970.9,kg,0.24,invalid,yes,no,no,Audit observation lacks enough support for a confirmed legal conclusion. Export consent record was reviewed.,15,yes,no,yes,unclear,unknown,no,0.98,consent-based,deidentified_rule_mapped,yes
CASE_2677,Stockholm-inspired,STO_R02,waste_handler,PCB_stock,storage,yes,yes,unclear,invalid,34.8,113.8,kg,0.306,valid,yes,yes,yes,Audit observation indicates probable non-compliance pending final evidence verification. POP exemption and disposal status were examined.,16,yes,no,yes,yes,likely,partial,0.63,exemption-based,deidentified_rule_mapped,yes
CASE_2678,Rotterdam-inspired,ROT_R03,chemical_exporter,industrial_precursor,shipment,yes,yes,partial,not_applicable,409,762.3,kg,0.537,valid,yes,yes,no,Audit observation indicates probable non-compliance pending final evidence verification. Export consent record was reviewed.,14,yes,no,yes,yes,likely,partial,0.37,consent-based,deidentified_rule_mapped,yes
CASE_2679,Montreal-inspired,MON_R03,importer,HCFC_batch,use,yes,yes,refused,not_applicable,143.3,125.8,kg,1.139,valid,yes,no,no,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.5,quota-based,deidentified_rule_mapped,yes
CASE_2680,Rotterdam-inspired,ROT_R05,industrial_facility,listed_formulation,cross_border_sale,no,yes,not_required,not_applicable,2202.4,2155.1,kg,1.022,verified,yes,no,yes,Officer remark reports valid documentation and no threshold exceedance. Export consent record was reviewed.,14,no,no,no,no,no,yes,0.44,consent-based,deidentified_rule_mapped,yes
CASE_2681,Rotterdam-inspired,ROT_R02,waste_handler,hazardous_chemical,cross_border_sale,yes,yes,missing,not_applicable,1443.5,2448.9,kg,0.589,valid,yes,no,no,Officer remark indicates regulated activity continued despite missing consent evidence. Export consent record was reviewed.,15,no,no,yes,yes,yes,yes,0.69,consent-based,deidentified_rule_mapped,yes
CASE_2682,Rotterdam-inspired,ROT_R03,storage_operator,industrial_precursor,shipment,yes,no,valid,not_applicable,730.7,614.6,kg,1.189,valid,not_required,no,yes,Audit observation shows activity did not trigger violation condition. Export consent record was reviewed.,14,no,no,no,yes,no,yes,0.62,consent-based,deidentified_rule_mapped,yes
CASE_2683,Montreal-inspired,MON_R03,industrial_facility,HCFC_batch,use,yes,yes,expired,not_applicable,199.3,125.8,kg,1.584,valid,yes,yes,no,Inspection note suggests likely breach but one supporting record remains incomplete. ODS license and quota evidence were examined.,18,no,no,yes,yes,likely,partial,0.46,quota-based,deidentified_rule_mapped,yes
CASE_2684,Basel-inspired,BAS_R04,importer,e_waste_residue,disposal_transfer,yes,yes,available,valid,1650.6,1670.3,kg,0.988,valid,yes,yes,yes,Inspection note confirms required record was available and no breach indicator was observed. Hazardous waste movement trail was checked.,19,no,no,yes,no,no,yes,0.32,document-based,deidentified_rule_mapped,yes
CASE_2685,Basel-inspired,BAS_R03,storage_operator,contaminated_sludge,transfer,yes,yes,invalid,not_applicable,1764.9,4568.4,kg,0.386,verified,yes,yes,no,Officer remark indicates regulated activity continued despite missing consent evidence. Hazardous waste movement trail was checked.,16,no,no,yes,yes,yes,yes,0.62,document-based,deidentified_rule_mapped,yes
CASE_2686,Rotterdam-inspired,ROT_R02,importer,hazardous_chemical,cross_border_sale,yes,yes,missing,not_applicable,187.4,1616.6,kg,0.116,valid,yes,no,yes,Officer remark reports partial document trail and possible controlled activity. Export consent record was reviewed.,15,yes,no,yes,yes,likely,partial,0.74,consent-based,deidentified_rule_mapped,yes
CASE_2687,Basel-inspired,BAS_R01,waste_handler,hazardous_waste,movement,yes,yes,partial,not_applicable,4633.3,3874.8,kg,1.196,partial,yes,yes,no,Audit observation indicates probable non-compliance pending final evidence verification. Hazardous waste movement trail was checked.,15,no,no,yes,yes,likely,partial,0.36,document-based,deidentified_rule_mapped,yes
CASE_2688,Basel-inspired,BAS_R05,importer,spent_acid,movement,yes,yes,conflicting,not_recorded,872.1,848.9,kg,1.027,partial,no,yes,yes,Officer remark contains ambiguous mapping and unclear exemption status. Hazardous waste movement trail was checked.,15,no,yes,yes,yes,unknown,partial,0.5,document-based,deidentified_rule_mapped,yes
CASE_2689,Stockholm-inspired,STO_R01,industrial_facility,listed_POP,use,yes,yes,refused,invalid,10.8,11.1,kg,0.973,verified,yes,yes,no,Inspection note states that required authorization was not produced during review. POP exemption and disposal status were examined.,18,no,no,yes,yes,yes,yes,0.35,exemption-based,deidentified_rule_mapped,yes
CASE_2690,Minamata-inspired,MIN_R01,industrial_facility,mercury_release,release,no,no,valid,not_applicable,0.0368,0.0413,mg/L,0.891,valid,not_required,no,no,Inspection note confirms required record was available and no breach indicator was observed. Mercury value and laboratory evidence were examined.,20,no,no,no,no,no,yes,0.63,threshold-based,deidentified_rule_mapped,yes
CASE_2691,Basel-inspired,BAS_R02,storage_operator,waste_solvent,export,yes,yes,unclear,not_applicable,3333.8,3283.1,kg,1.015,valid,yes,no,yes,Audit observation indicates probable non-compliance pending final evidence verification. Hazardous waste movement trail was checked.,15,yes,no,yes,yes,likely,partial,0.66,document-based,deidentified_rule_mapped,yes
CASE_2692,Minamata-inspired,MIN_R01,industrial_facility,mercury_release,release,yes,yes,missing,unclear,0.0517,0.0413,mg/L,1.252,unverified,yes,no,yes,Inspection note is incomplete and critical evidence could not be verified. Mercury value and laboratory evidence were examined.,18,yes,no,yes,unclear,unknown,no,0.6,threshold-based,deidentified_rule_mapped,yes
CASE_2693,Montreal-inspired,MON_R04,importer,ODS_blend,sale,yes,yes,valid,valid,82.5,146,kg,0.565,verified,yes,no,no,Officer remark reports valid documentation and no threshold exceedance. ODS license and quota evidence were examined.,16,no,no,yes,no,no,yes,0.74,quota-based,deidentified_rule_mapped,yes
CASE_2694,Montreal-inspired,MON_R03,importer,HCFC_batch,use,yes,yes,invalid,not_applicable,163,125.8,kg,1.296,verified,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.72,quota-based,deidentified_rule_mapped,yes
CASE_2695,Stockholm-inspired,STO_R01,waste_handler,listed_POP,use,yes,yes,unclear,not_recorded,273.7,333.4,kg,0.821,unverified,unclear,no,no,Audit observation lacks enough support for a confirmed legal conclusion. POP exemption and disposal status were examined.,17,yes,no,yes,unclear,unknown,no,0.96,exemption-based,deidentified_rule_mapped,yes
CASE_2696,Minamata-inspired,MIN_R04,industrial_facility,mercury_contaminated_effluent,treatment,no,yes,valid,not_applicable,0.0268,0.0423,mg/L,0.634,verified,yes,no,yes,Audit observation shows activity did not trigger violation condition. Mercury value and laboratory evidence were examined.,16,no,no,no,no,no,yes,0.7,threshold-based,deidentified_rule_mapped,yes
CASE_2697,Montreal-inspired,MON_R03,importer,HCFC_batch,use,yes,yes,unavailable,unclear,150.4,125.8,kg,1.196,invalid,unclear,no,no,Inspection note is incomplete and critical evidence could not be verified. ODS license and quota evidence were examined.,18,yes,no,yes,unclear,unknown,no,0.77,quota-based,deidentified_rule_mapped,yes
CASE_2698,Rotterdam-inspired,ROT_R04,storage_operator,restricted_solvent,export,yes,yes,missing,not_applicable,872.9,957.3,kg,0.912,partial,yes,no,yes,Officer remark reports partial document trail and possible controlled activity. Export consent record was reviewed.,15,no,no,yes,yes,likely,partial,0.31,consent-based,deidentified_rule_mapped,yes
CASE_2699,Rotterdam-inspired,ROT_R02,chemical_exporter,hazardous_chemical,cross_border_sale,yes,yes,unclear,unclear,131.1,496.5,kg,0.264,partial,yes,yes,yes,Officer remark contains ambiguous mapping and unclear exemption status. Export consent record was reviewed.,14,no,yes,yes,yes,unknown,partial,0.95,consent-based,deidentified_rule_mapped,yes
CASE_2700,Stockholm-inspired,STO_R02,chemical_exporter,PCB_stock,storage,yes,yes,unclear,not_recorded,327.2,255.8,kg,1.279,missing,unclear,no,no,Audit observation lacks enough support for a confirmed legal conclusion. POP exemption and disposal status were examined.,17,yes,no,yes,yes,unknown,no,0.83,exemption-based,deidentified_rule_mapped,yes
CASE_2701,Rotterdam-inspired,ROT_R02,importer,hazardous_chemical,cross_border_sale,yes,yes,expired,not_applicable,1757.8,2022.6,kg,0.869,valid,yes,no,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Export consent record was reviewed.,15,no,no,yes,yes,yes,yes,0.76,consent-based,deidentified_rule_mapped,yes
CASE_2702,Basel-inspired,BAS_R04,chemical_exporter,e_waste_residue,disposal_transfer,yes,yes,conflicting,conflicting,3040,2686.3,kg,1.132,valid,no,yes,no,Audit observation shows mixed evidence requiring human legal review. Hazardous waste movement trail was checked.,15,no,yes,yes,unclear,likely,partial,0.94,document-based,deidentified_rule_mapped,yes
CASE_2703,Stockholm-inspired,STO_R01,storage_operator,listed_POP,use,yes,yes,unavailable,unclear,190.1,234.4,kg,0.811,unverified,unclear,no,yes,Audit observation lacks enough support for a confirmed legal conclusion. POP exemption and disposal status were examined.,17,yes,no,yes,unclear,unknown,no,0.48,exemption-based,deidentified_rule_mapped,yes
CASE_2704,Basel-inspired,BAS_R02,importer,waste_solvent,export,yes,no,not_required,valid,2330.3,4039.4,kg,0.577,verified,not_required,yes,yes,Officer remark reports valid documentation and no threshold exceedance. Hazardous waste movement trail was checked.,15,no,no,no,no,no,yes,0.71,document-based,deidentified_rule_mapped,yes
CASE_2705,Montreal-inspired,MON_R01,industrial_facility,controlled_ODS,import,yes,yes,unavailable,not_recorded,539.9,719.3,kg,0.751,unverified,yes,no,yes,Audit observation lacks enough support for a confirmed legal conclusion. ODS license and quota evidence were examined.,17,yes,no,yes,unclear,unknown,no,0.61,quota-based,deidentified_rule_mapped,yes
CASE_2706,Minamata-inspired,MIN_R02,waste_handler,mercury_waste,waste_handling,yes,yes,not_required,valid,0.0239,0.0291,mg/L,0.821,verified,not_required,no,no,Audit observation shows activity did not trigger violation condition. Mercury value and laboratory evidence were examined.,16,no,no,yes,no,no,yes,0.5,threshold-based,deidentified_rule_mapped,yes
CASE_2707,Rotterdam-inspired,ROT_R02,storage_operator,hazardous_chemical,cross_border_sale,yes,yes,expired,not_applicable,946.7,1576.1,kg,0.601,valid,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Export consent record was reviewed.,15,no,no,yes,yes,yes,yes,0.38,consent-based,deidentified_rule_mapped,yes
CASE_2708,Minamata-inspired,MIN_R03,storage_operator,mercury_sludge,storage,yes,yes,missing,not_applicable,0.0237,0.022,mg/L,1.077,partial,yes,yes,yes,Inspection note suggests likely breach but one supporting record remains incomplete. Mercury value and laboratory evidence were examined.,18,no,no,yes,yes,likely,partial,0.42,threshold-based,deidentified_rule_mapped,yes
CASE_2709,Basel-inspired,BAS_R05,waste_handler,spent_acid,movement,yes,yes,partial,not_recorded,2506.7,2845.8,kg,0.881,invalid,unclear,yes,yes,Officer remark reports missing record and unverified evidence quality. Hazardous waste movement trail was checked.,15,yes,no,yes,yes,unknown,no,1.05,document-based,deidentified_rule_mapped,yes
CASE_2710,Basel-inspired,BAS_R03,waste_handler,contaminated_sludge,transfer,yes,yes,missing,not_applicable,1024.9,882.6,kg,1.161,valid,yes,yes,yes,Officer remark reports partial document trail and possible controlled activity. Hazardous waste movement trail was checked.,16,yes,no,yes,yes,likely,partial,0.33,document-based,deidentified_rule_mapped,yes
CASE_2711,Minamata-inspired,MIN_R01,storage_operator,mercury_release,release,yes,yes,unclear,not_applicable,0.0475,0.0413,mg/L,1.15,partial,yes,no,yes,Audit observation indicates probable non-compliance pending final evidence verification. Mercury value and laboratory evidence were examined.,16,yes,no,yes,yes,likely,partial,0.48,threshold-based,deidentified_rule_mapped,yes
CASE_2712,Montreal-inspired,MON_R02,importer,CFC_stock,production,yes,yes,missing,not_applicable,306.5,266.5,kg,1.15,valid,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.85,quota-based,deidentified_rule_mapped,yes
CASE_2713,Minamata-inspired,MIN_R01,storage_operator,mercury_release,release,yes,yes,missing,not_applicable,0.0664,0.0413,mg/L,1.608,valid,yes,no,no,Audit observation indicates probable non-compliance pending final evidence verification. Mercury value and laboratory evidence were examined.,16,yes,no,yes,yes,likely,partial,0.86,threshold-based,deidentified_rule_mapped,yes
CASE_2714,Basel-inspired,BAS_R04,chemical_exporter,e_waste_residue,disposal_transfer,yes,yes,expired,not_applicable,2553,3943.6,kg,0.647,partial,yes,no,yes,Officer remark reports partial document trail and possible controlled activity. Hazardous waste movement trail was checked.,16,yes,no,yes,yes,likely,partial,0.51,document-based,deidentified_rule_mapped,yes
CASE_2715,Basel-inspired,BAS_R02,chemical_exporter,waste_solvent,export,yes,yes,expired,not_applicable,3479,3260.2,kg,1.067,valid,yes,yes,yes,Audit observation confirms breach indicators with supporting document gap. Hazardous waste movement trail was checked.,15,no,no,yes,yes,yes,yes,0.45,document-based,deidentified_rule_mapped,yes
